"","Var1","Var2","form"
"2950","A~tREvwaR","Subjonctif.Present.tu","X-wa"
"2951","A~tRuvRiR","Subjonctif.Present.tu","X-R.[3R]-"
"2952","A~vwaje","Subjonctif.Present.tu","X-w.[3w]-a.[aR]-"
"2953","apstR3R","Subjonctif.Present.tu","X-"
"2954","apsudR","Subjonctif.Present.tu","X-0.[0u]-lv"
"2955","aSve","Subjonctif.Present.tu","X-3.[3v]-v"
"2956","A~sYivR","Subjonctif.Present.tu","X-v"
"2957","bujiR","Subjonctif.Present.tu","X-j"
"2958","dediR","Subjonctif.Present.tu","X-z"
"2959","defajiR","Subjonctif.Present.tu","X-"
"2960","def3R","Subjonctif.Present.tu","X-as"
"2961","dekRiR","Subjonctif.Present.tu","X-v"
"2962","dekudR","Subjonctif.Present.tu","X-z"
"2963","denwajote","Subjonctif.Present.tu","X-0.[0o]-"
"2964","depl3R","Subjonctif.Present.tu","X-3.[3ay]-z"
"2965","depuRvwaR","Subjonctif.Present.tu","X-w.[wy]-a"
"2966","des3RviR","Subjonctif.Present.tu","X-v"
"2967","dev3tiR","Subjonctif.Present.tu","X-t"
"2968","diR","Subjonctif.Present.tu","X-z"
"2969","ekivalwar","Subjonctif.Present.tu","X-a.[ao]-j"
"2970","3~klyR","Subjonctif.Present.tu","X-"
"2971","eliR","Subjonctif.Present.tu","X-i.[iy]-z"
"2972","emuvwaR","Subjonctif.Present.tu","X-6v"
"2973","emudR","Subjonctif.Present.tu","X-l"
"2974","3~teR0~pR","Subjonctif.Present.tu","X-p"
"2975","3tR","Subjonctif.Present.tu","swa"
"2976","fajiR","Subjonctif.Present.tu","X-a.[ao]-j"
"2977","fazeje","Subjonctif.Present.tu","X-3.[3e]-"
"2978","futR","Subjonctif.Present.tu","X-t"
"2979","k0~v3~kR","Subjonctif.Present.tu","X-"
"2980","muRiR","Subjonctif.Present.tu","X-6.[06u]-"
"2981","n3tR.1","Subjonctif.Present.tu","X-3.[3ae]-s"
"2982","p3tR","Subjonctif.Present.tu","X-3.[3y]-s"
"2983","pRevalwaR","Subjonctif.Present.tu","X-a.[ao]-l"
"2984","pRevwaR","Subjonctif.Present.tu","X-w.[iwy]-a"
"2985","RavwaR","Subjonctif.Present.tu","X-3"
"2986","REvivR","Subjonctif.Present.tu","X-i.[ei]-v"
"2987","RezudR","Subjonctif.Present.tu","X-0.[0u]-lv"
"2988","savwaR","Subjonctif.Present.tu","X-aS"
"2989","sEvRe","Subjonctif.Present.tu","X-3.[3E]-"
"2990","t3R","Subjonctif.Present.tu","X-3.[3y]-z"
"2991","vulwaR","Subjonctif.Present.tu","X-6j"
"2992","puvwaR","Subjonctif.Present.tu","X-Yis"
"2993","pl6vwaR","Subjonctif.Present.tu","X-6.[68y]-v"
"2994","deSwaR","Subjonctif.Present.tu","X-w.[wy]-a"
"2996","SwaR","Subjonctif.Present.tu","X-w.[wy]-a"
"2997","A~kl0R","Subjonctif.Present.tu","X-o.[0o]-z"
"2998","RA~tR3R","Subjonctif.Present.tu","X-"
"3000","dekl0R","Subjonctif.Present.tu","X-o.[0o]-z"
"3001","suRdR","Subjonctif.Present.tu","X-d"
"3007","feRiR","Subjonctif.Present.tu","X-j.[ej]-3.[3R]-R"
"3017","aute","Subjonctif.Present.il.elle.on","X-"
"3018","Ete","Subjonctif.Present.il.elle.on","X-3.[3E]-"
"3019","fwiR","Subjonctif.Present.il.elle.on","X-s"
"3020","abatR","Subjonctif.Present.il.elle.on","X-t"
"3021","A~bYe","Subjonctif.Present.il.elle.on","X-y.[yY]-"
"3022","Able","Subjonctif.Present.il.elle.on","X-"
"3023","ablye","Subjonctif.Present.il.elle.on","X-"
"3024","A~bReje","Subjonctif.Present.il.elle.on","X-3.[3e]-"
"3025","abReZe","Subjonctif.Present.il.elle.on","X-3.[3e]-"
"3026","abwaje","Subjonctif.Present.il.elle.on","X-"
"3027","A~bwaR","Subjonctif.Present.il.elle.on","X-w.[wy]-av"
"3028","A~bwe","Subjonctif.Present.il.elle.on","X-u.[uw]-"
"3029","A~d0RmiR","Subjonctif.Present.il.elle.on","X-m"
"3030","A~dYiR","Subjonctif.Present.il.elle.on","X-z"
"3031","adZw3~dR","Subjonctif.Present.il.elle.on","X-a.[3a]-N.[~N]-"
"3032","A~fYiR","Subjonctif.Present.il.elle.on","X-"
"3033","afilje","Subjonctif.Present.il.elle.on","X-i.[ij]-"
"3034","A~fjevRe","Subjonctif.Present.il.elle.on","X-3.[3e]-"
"3035","A~fR3~dR","Subjonctif.Present.il.elle.on","X-N.[~N]-"
"3036","agRee","Subjonctif.Present.il.elle.on","X-"
"3037","aiR","Subjonctif.Present.il.elle.on","X-a.[3a]-is"
"3038","akeRiR","Subjonctif.Present.il.elle.on","X-j3R"
"3039","ak6jiR","Subjonctif.Present.il.elle.on","X-"
"3040","akRwatR.1","Subjonctif.Present.il.elle.on","X-w.[wy]-as"
"3041","akuRiR","Subjonctif.Present.il.elle.on","X-"
"3042","ale.1","Subjonctif.Present.il.elle.on","X-a.[aiv]-j"
"3043","apaR3tR","Subjonctif.Present.il.elle.on","X-3.[3y]-s"
"3044","apA~dR","Subjonctif.Present.il.elle.on","X-d"
"3045","apaRtEniR","Subjonctif.Present.il.elle.on","X-j.[3Ej]-3.[~3n]-n"
"3046","ap3RsEvwaR","Subjonctif.Present.il.elle.on","X-w.[Ewy]-av"
"3047","apRA~dR","Subjonctif.Present.il.elle.on","X-3n"
"3048","apR0pRije","Subjonctif.Present.il.elle.on","X-"
"3049","asA~tiR","Subjonctif.Present.il.elle.on","X-t"
"3050","asizEle","Subjonctif.Present.il.elle.on","X-3.[3El]-l.[3l]-"
"3051","aswaR.1","Subjonctif.Present.il.elle.on","X-3j"
"3052","atniR","Subjonctif.Present.il.elle.on","X-j.[3jn]-3n"
"3053","A~tREm3tR","Subjonctif.Present.il.elle.on","X-3.[3i]-t"
"3054","A~tREvwaR","Subjonctif.Present.il.elle.on","X-wa"
"3055","A~tRuvRiR","Subjonctif.Present.il.elle.on","X-R.[3R]-"
"3056","A~vwaje","Subjonctif.Present.il.elle.on","X-w.[3w]-a.[aR]-"
"3057","apstR3R","Subjonctif.Present.il.elle.on","X-"
"3058","apsudR","Subjonctif.Present.il.elle.on","X-0.[0u]-lv"
"3059","aSve","Subjonctif.Present.il.elle.on","X-3.[3v]-v"
"3060","A~sYivR","Subjonctif.Present.il.elle.on","X-v"
"3061","bujiR","Subjonctif.Present.il.elle.on","X-j"
"3062","dediR","Subjonctif.Present.il.elle.on","X-z"
"3063","defajiR","Subjonctif.Present.il.elle.on","X-"
"3064","def3R","Subjonctif.Present.il.elle.on","X-as"
"3065","dekRiR","Subjonctif.Present.il.elle.on","X-v"
"3066","dekudR","Subjonctif.Present.il.elle.on","X-z"
"3067","denwajote","Subjonctif.Present.il.elle.on","X-0.[0o]-"
"3068","depl3R","Subjonctif.Present.il.elle.on","X-3.[3ay]-z"
"3069","depuRvwaR","Subjonctif.Present.il.elle.on","X-w.[wy]-a"
"3070","des3RviR","Subjonctif.Present.il.elle.on","X-v"
"3071","dev3tiR","Subjonctif.Present.il.elle.on","X-t"
"3072","diR","Subjonctif.Present.il.elle.on","X-z"
"3073","ekivalwar","Subjonctif.Present.il.elle.on","X-a.[ao]-j"
"3074","3~klyR","Subjonctif.Present.il.elle.on","X-"
"3075","eliR","Subjonctif.Present.il.elle.on","X-i.[iy]-z"
"3076","emuvwaR","Subjonctif.Present.il.elle.on","X-6v"
"3077","emudR","Subjonctif.Present.il.elle.on","X-l"
"3078","3~teR0~pR","Subjonctif.Present.il.elle.on","X-p"
"3079","3tR","Subjonctif.Present.il.elle.on","swa"
"3080","fajiR","Subjonctif.Present.il.elle.on","X-a.[ao]-j"
"3081","fazeje","Subjonctif.Present.il.elle.on","X-3.[3e]-"
"3082","futR","Subjonctif.Present.il.elle.on","X-t"
"3083","k0~v3~kR","Subjonctif.Present.il.elle.on","X-"
"3084","muRiR","Subjonctif.Present.il.elle.on","X-6.[06u]-"
"3085","n3tR.1","Subjonctif.Present.il.elle.on","X-3.[3ae]-s"
"3086","p3tR","Subjonctif.Present.il.elle.on","X-3.[3y]-s"
"3087","pRevalwaR","Subjonctif.Present.il.elle.on","X-a.[ao]-l"
"3088","pRevwaR","Subjonctif.Present.il.elle.on","X-w.[iwy]-a"
"3089","RavwaR","Subjonctif.Present.il.elle.on","X-3"
"3090","REvivR","Subjonctif.Present.il.elle.on","X-i.[ei]-v"
"3091","RezudR","Subjonctif.Present.il.elle.on","X-0.[0u]-lv"
"3092","savwaR","Subjonctif.Present.il.elle.on","X-aS"
"3093","sEvRe","Subjonctif.Present.il.elle.on","X-3.[3E]-"
"3094","t3R","Subjonctif.Present.il.elle.on","X-3.[3y]-z"
"3095","vulwaR","Subjonctif.Present.il.elle.on","X-6j"
"3096","puvwaR","Subjonctif.Present.il.elle.on","X-Yis"
"3097","pl6vwaR","Subjonctif.Present.il.elle.on","X-6.[68y]-v"
"3098","deSwaR","Subjonctif.Present.il.elle.on","X-w.[wy]-a"
"3100","SwaR","Subjonctif.Present.il.elle.on","X-w.[wy]-a"
"3101","A~kl0R","Subjonctif.Present.il.elle.on","X-o.[0o]-z"
"3102","RA~tR3R","Subjonctif.Present.il.elle.on","X-"
"3104","dekl0R","Subjonctif.Present.il.elle.on","X-o.[0o]-z"
"3105","suRdR","Subjonctif.Present.il.elle.on","X-d"
"3108","advniR","Subjonctif.Present.il.elle.on","X-j.[3jn]-3n"
"3109","3~k0~be","Subjonctif.Present.il.elle.on","X-"
"3110","eSwaR","Subjonctif.Present.il.elle.on","X-w.[ewy]-a"
"3111","feRiR","Subjonctif.Present.il.elle.on","X-j.[ej]-3.[3R]-R"
"3112","swaR","Subjonctif.Present.il.elle.on","X-j.[3jw]-e.[aej]-"
"3113","bRYine","Subjonctif.Present.il.elle.on","X-"
"3114","falwaR","Subjonctif.Present.il.elle.on","X-a.[ao]-j"
"3115","REsuvniR","Subjonctif.Present.il.elle.on","X-j.[3jn]-3n"
"3121","aute","Subjonctif.Present.nous","X-j0~"
"3122","Ete","Subjonctif.Present.nous","X-E.[3E]-j0~"
"3123","fwiR","Subjonctif.Present.nous","X-sj0~"
"3124","abatR","Subjonctif.Present.nous","X-tj0~"
"3125","A~bYe","Subjonctif.Present.nous","X-y.[yY]-j0~"
"3126","Able","Subjonctif.Present.nous","X-ij0~"
"3127","ablye","Subjonctif.Present.nous","X-j0~"
"3128","A~bReje","Subjonctif.Present.nous","X-e.[3e]-j0~"
"3129","abReZe","Subjonctif.Present.nous","X-e.[3e]-j0~"
"3130","abwaje","Subjonctif.Present.nous","X-jj0~"
"3131","A~bwaR","Subjonctif.Present.nous","X-y.[wy]-vj0~"
"3132","A~bwe","Subjonctif.Present.nous","X-u.[uw]-j0~"
"3133","A~d0RmiR","Subjonctif.Present.nous","X-mj0~"
"3134","A~dYiR","Subjonctif.Present.nous","X-zj0~"
"3135","adZw3~dR","Subjonctif.Present.nous","X-a.[3a]-N.[~N]-j0~"
"3136","A~fYiR","Subjonctif.Present.nous","X-jj0~"
"3137","afilje","Subjonctif.Present.nous","X-i.[ij]-j0~"
"3138","A~fjevRe","Subjonctif.Present.nous","X-e.[3e]-ij0~"
"3139","A~fR3~dR","Subjonctif.Present.nous","X-N.[~N]-j0~"
"3140","agRee","Subjonctif.Present.nous","X-jj0~"
"3141","aiR","Subjonctif.Present.nous","X-a.[3a]-isj0~"
"3142","akeRiR","Subjonctif.Present.nous","X-eRj0~"
"3143","ak6jiR","Subjonctif.Present.nous","X-j0~"
"3144","akRwatR.1","Subjonctif.Present.nous","X-w.[wy]-asj0~"
"3145","akuRiR","Subjonctif.Present.nous","X-j0~"
"3146","ale.1","Subjonctif.Present.nous","X-a.[aiv]-lj0~"
"3147","apaR3tR","Subjonctif.Present.nous","X-3.[3y]-sj0~"
"3148","apA~dR","Subjonctif.Present.nous","X-dj0~"
"3149","apaRtEniR","Subjonctif.Present.nous","X-E.[3Ej]-n.[~3n]-j0~"
"3150","ap3RsEvwaR","Subjonctif.Present.nous","X-E.[Ewy]-vj0~"
"3151","apRA~dR","Subjonctif.Present.nous","X-Enj0~"
"3152","apR0pRije","Subjonctif.Present.nous","X-j0~"
"3153","asA~tiR","Subjonctif.Present.nous","X-tj0~"
"3154","asizEle","Subjonctif.Present.nous","X-E.[3El]-l.[3l]-j0~"
"3155","aswaR.1","Subjonctif.Present.nous","X-3jj0~"
"3156","atniR","Subjonctif.Present.nous","X-n.[3jn]-j0~"
"3157","A~tREm3tR","Subjonctif.Present.nous","X-3.[3i]-tj0~"
"3158","A~tREvwaR","Subjonctif.Present.nous","X-wajj0~"
"3159","A~tRuvRiR","Subjonctif.Present.nous","X-R.[3R]-j0~"
"3160","A~vwaje","Subjonctif.Present.nous","X-w.[3w]-a.[aR]-jj0~"
"3161","apstR3R","Subjonctif.Present.nous","X-jj0~"
"3162","apsudR","Subjonctif.Present.nous","X-0.[0u]-lvj0~"
"3163","aSve","Subjonctif.Present.nous","X-v.[3v]-j0~"
"3164","A~sYivR","Subjonctif.Present.nous","X-vj0~"
"3165","bujiR","Subjonctif.Present.nous","X-jj0~"
"3166","dediR","Subjonctif.Present.nous","X-zj0~"
"3167","defajiR","Subjonctif.Present.nous","X-j0~"
"3168","def3R","Subjonctif.Present.nous","X-asj0~"
"3169","dekRiR","Subjonctif.Present.nous","X-vj0~"
"3170","dekudR","Subjonctif.Present.nous","X-zj0~"
"3171","denwajote","Subjonctif.Present.nous","X-o.[0o]-j0~"
"3172","depl3R","Subjonctif.Present.nous","X-3.[3ay]-zj0~"
"3173","depuRvwaR","Subjonctif.Present.nous","X-w.[wy]-ajj0~"
"3174","des3RviR","Subjonctif.Present.nous","X-vj0~"
"3175","dev3tiR","Subjonctif.Present.nous","X-tj0~"
"3176","diR","Subjonctif.Present.nous","X-zj0~"
"3177","ekivalwar","Subjonctif.Present.nous","X-a.[ao]-lj0~"
"3178","3~klyR","Subjonctif.Present.nous","X-j0~"
"3179","eliR","Subjonctif.Present.nous","X-i.[iy]-zj0~"
"3180","emuvwaR","Subjonctif.Present.nous","X-uvj0~"
"3181","emudR","Subjonctif.Present.nous","X-lj0~"
"3182","3~teR0~pR","Subjonctif.Present.nous","X-pj0~"
"3183","3tR","Subjonctif.Present.nous","swaj0~"
"3184","fajiR","Subjonctif.Present.nous","X-a.[ao]-jj0~"
"3185","fazeje","Subjonctif.Present.nous","X-e.[3e]-j0~"
"3186","futR","Subjonctif.Present.nous","X-tj0~"
"3187","k0~v3~kR","Subjonctif.Present.nous","X-j0~"
"3188","muRiR","Subjonctif.Present.nous","X-u.[06u]-j0~"
"3189","n3tR.1","Subjonctif.Present.nous","X-3.[3ae]-sj0~"
"3190","p3tR","Subjonctif.Present.nous","X-3.[3y]-sj0~"
"3191","pRevalwaR","Subjonctif.Present.nous","X-a.[ao]-lj0~"
"3192","pRevwaR","Subjonctif.Present.nous","X-w.[iwy]-ajj0~"
"3193","RavwaR","Subjonctif.Present.nous","X-3j0~"
"3194","REvivR","Subjonctif.Present.nous","X-i.[ei]-vj0~"
"3195","RezudR","Subjonctif.Present.nous","X-0.[0u]-lvj0~"
"3196","savwaR","Subjonctif.Present.nous","X-aSj0~"
"3197","sEvRe","Subjonctif.Present.nous","X-E.[3E]-ij0~"
"3198","t3R","Subjonctif.Present.nous","X-3.[3y]-zj0~"
"3199","vulwaR","Subjonctif.Present.nous","X-ulj0~"
"3200","puvwaR","Subjonctif.Present.nous","X-Yisj0~"
"3201","pl6vwaR","Subjonctif.Present.nous","X-6.[68y]-vj0~"
"3202","deSwaR","Subjonctif.Present.nous","X-w.[wy]-ajj0~"
"3203","isiR","Subjonctif.Present.nous","X-j0~"
"3204","SwaR","Subjonctif.Present.nous","X-w.[wy]-ajj0~"
"3205","A~kl0R","Subjonctif.Present.nous","X-o.[0o]-zj0~"
"3206","RA~tR3R","Subjonctif.Present.nous","X-jj0~"
"3208","dekl0R","Subjonctif.Present.nous","X-o.[0o]-zj0~"
"3215","feRiR","Subjonctif.Present.nous","X-e.[ej]-R.[3R]-j0~"
"3225","aute","Subjonctif.Present.vous","X-je"
"3226","Ete","Subjonctif.Present.vous","X-E.[3E]-je"
"3227","fwiR","Subjonctif.Present.vous","X-sje"
"3228","abatR","Subjonctif.Present.vous","X-tje"
"3229","A~bYe","Subjonctif.Present.vous","X-y.[yY]-je"
"3230","Able","Subjonctif.Present.vous","X-ije"
"3231","ablye","Subjonctif.Present.vous","X-je"
"3232","A~bReje","Subjonctif.Present.vous","X-e.[3e]-je"
"3233","abReZe","Subjonctif.Present.vous","X-e.[3e]-je"
"3234","abwaje","Subjonctif.Present.vous","X-jje"
"3235","A~bwaR","Subjonctif.Present.vous","X-y.[wy]-vje"
"3236","A~bwe","Subjonctif.Present.vous","X-u.[uw]-je"
"3237","A~d0RmiR","Subjonctif.Present.vous","X-mje"
"3238","A~dYiR","Subjonctif.Present.vous","X-zje"
"3239","adZw3~dR","Subjonctif.Present.vous","X-a.[3a]-N.[~N]-je"
"3240","A~fYiR","Subjonctif.Present.vous","X-jje"
"3241","afilje","Subjonctif.Present.vous","X-i.[ij]-je"
"3242","A~fjevRe","Subjonctif.Present.vous","X-e.[3e]-ije"
"3243","A~fR3~dR","Subjonctif.Present.vous","X-N.[~N]-je"
"3244","agRee","Subjonctif.Present.vous","X-jje"
"3245","aiR","Subjonctif.Present.vous","X-a.[3a]-isje"
"3246","akeRiR","Subjonctif.Present.vous","X-eRje"
"3247","ak6jiR","Subjonctif.Present.vous","X-je"
"3248","akRwatR.1","Subjonctif.Present.vous","X-w.[wy]-asje"
"3249","akuRiR","Subjonctif.Present.vous","X-je"
"3250","ale.1","Subjonctif.Present.vous","X-a.[aiv]-lje"
"3251","apaR3tR","Subjonctif.Present.vous","X-3.[3y]-sje"
"3252","apA~dR","Subjonctif.Present.vous","X-dje"
"3253","apaRtEniR","Subjonctif.Present.vous","X-E.[3Ej]-n.[~3n]-je"
"3254","ap3RsEvwaR","Subjonctif.Present.vous","X-E.[Ewy]-vje"
"3255","apRA~dR","Subjonctif.Present.vous","X-Enje"
"3256","apR0pRije","Subjonctif.Present.vous","X-je"
"3257","asA~tiR","Subjonctif.Present.vous","X-tje"
"3258","asizEle","Subjonctif.Present.vous","X-E.[3El]-l.[3l]-je"
"3259","aswaR.1","Subjonctif.Present.vous","X-3jje"
"3260","atniR","Subjonctif.Present.vous","X-n.[3jn]-je"
"3261","A~tREm3tR","Subjonctif.Present.vous","X-3.[3i]-tje"
"3262","A~tREvwaR","Subjonctif.Present.vous","X-wajje"
"3263","A~tRuvRiR","Subjonctif.Present.vous","X-R.[3R]-je"
"3264","A~vwaje","Subjonctif.Present.vous","X-w.[3w]-a.[aR]-jje"
"3265","apstR3R","Subjonctif.Present.vous","X-jje"
"3266","apsudR","Subjonctif.Present.vous","X-0.[0u]-lvje"
"3267","aSve","Subjonctif.Present.vous","X-v.[3v]-je"
"3268","A~sYivR","Subjonctif.Present.vous","X-vje"
"3269","bujiR","Subjonctif.Present.vous","X-jje"
"3270","dediR","Subjonctif.Present.vous","X-zje"
"3271","defajiR","Subjonctif.Present.vous","X-je"
"3272","def3R","Subjonctif.Present.vous","X-asje"
"3273","dekRiR","Subjonctif.Present.vous","X-vje"
"3274","dekudR","Subjonctif.Present.vous","X-zje"
"3275","denwajote","Subjonctif.Present.vous","X-o.[0o]-je"
"3276","depl3R","Subjonctif.Present.vous","X-3.[3ay]-zje"
"3277","depuRvwaR","Subjonctif.Present.vous","X-w.[wy]-ajje"
"3278","des3RviR","Subjonctif.Present.vous","X-vje"
"3279","dev3tiR","Subjonctif.Present.vous","X-tje"
"3280","diR","Subjonctif.Present.vous","X-zje"
"3281","ekivalwar","Subjonctif.Present.vous","X-a.[ao]-lje"
"3282","3~klyR","Subjonctif.Present.vous","X-je"
"3283","eliR","Subjonctif.Present.vous","X-i.[iy]-zje"
"3284","emuvwaR","Subjonctif.Present.vous","X-uvje"
"3285","emudR","Subjonctif.Present.vous","X-lje"
"3286","3~teR0~pR","Subjonctif.Present.vous","X-pje"
"3287","3tR","Subjonctif.Present.vous","swaje"
"3288","fajiR","Subjonctif.Present.vous","X-a.[ao]-jje"
"3289","fazeje","Subjonctif.Present.vous","X-e.[3e]-je"
"3290","futR","Subjonctif.Present.vous","X-tje"
"3291","k0~v3~kR","Subjonctif.Present.vous","X-je"
"3292","muRiR","Subjonctif.Present.vous","X-u.[06u]-je"
"3293","n3tR.1","Subjonctif.Present.vous","X-3.[3ae]-sje"
"3294","p3tR","Subjonctif.Present.vous","X-3.[3y]-sje"
"3295","pRevalwaR","Subjonctif.Present.vous","X-a.[ao]-lje"
"3296","pRevwaR","Subjonctif.Present.vous","X-w.[iwy]-ajje"
"3297","RavwaR","Subjonctif.Present.vous","X-3je"
"3298","REvivR","Subjonctif.Present.vous","X-i.[ei]-vje"
"3299","RezudR","Subjonctif.Present.vous","X-0.[0u]-lvje"
"3300","savwaR","Subjonctif.Present.vous","X-aSje"
"3301","sEvRe","Subjonctif.Present.vous","X-E.[3E]-ije"
"3302","t3R","Subjonctif.Present.vous","X-3.[3y]-zje"
"3303","vulwaR","Subjonctif.Present.vous","X-ulje"
"3304","puvwaR","Subjonctif.Present.vous","X-Yisje"
"3305","pl6vwaR","Subjonctif.Present.vous","X-6.[68y]-vje"
"3306","deSwaR","Subjonctif.Present.vous","X-w.[wy]-ajje"
"3307","isiR","Subjonctif.Present.vous","X-je"
"3308","SwaR","Subjonctif.Present.vous","X-w.[wy]-ajje"
"3309","A~kl0R","Subjonctif.Present.vous","X-o.[0o]-zje"
"3310","RA~tR3R","Subjonctif.Present.vous","X-jje"
"3312","dekl0R","Subjonctif.Present.vous","X-o.[0o]-zje"
"3319","feRiR","Subjonctif.Present.vous","X-e.[ej]-R.[3R]-je"
"3329","aute","Subjonctif.Present.ils.elles","X-"
"3330","Ete","Subjonctif.Present.ils.elles","X-3.[3E]-"
"3331","fwiR","Subjonctif.Present.ils.elles","X-s"
"3332","abatR","Subjonctif.Present.ils.elles","X-t"
"3333","A~bYe","Subjonctif.Present.ils.elles","X-y.[yY]-"
"3334","Able","Subjonctif.Present.ils.elles","X-"
"3335","ablye","Subjonctif.Present.ils.elles","X-"
"3336","A~bReje","Subjonctif.Present.ils.elles","X-3.[3e]-"
"3337","abReZe","Subjonctif.Present.ils.elles","X-3.[3e]-"
"3338","abwaje","Subjonctif.Present.ils.elles","X-"
"3339","A~bwaR","Subjonctif.Present.ils.elles","X-w.[wy]-av"
"3340","A~bwe","Subjonctif.Present.ils.elles","X-u.[uw]-"
"3341","A~d0RmiR","Subjonctif.Present.ils.elles","X-m"
"3342","A~dYiR","Subjonctif.Present.ils.elles","X-z"
"3343","adZw3~dR","Subjonctif.Present.ils.elles","X-a.[3a]-N.[~N]-"
"3344","A~fYiR","Subjonctif.Present.ils.elles","X-"
"3345","afilje","Subjonctif.Present.ils.elles","X-i.[ij]-"
"3346","A~fjevRe","Subjonctif.Present.ils.elles","X-3.[3e]-"
"3347","A~fR3~dR","Subjonctif.Present.ils.elles","X-N.[~N]-"
"3348","agRee","Subjonctif.Present.ils.elles","X-"
"3349","aiR","Subjonctif.Present.ils.elles","X-a.[3a]-is"
"3350","akeRiR","Subjonctif.Present.ils.elles","X-j3R"
"3351","ak6jiR","Subjonctif.Present.ils.elles","X-"
"3352","akRwatR.1","Subjonctif.Present.ils.elles","X-w.[wy]-as"
"3353","akuRiR","Subjonctif.Present.ils.elles","X-"
"3354","ale.1","Subjonctif.Present.ils.elles","X-a.[aiv]-j"
"3355","apaR3tR","Subjonctif.Present.ils.elles","X-3.[3y]-s"
"3356","apA~dR","Subjonctif.Present.ils.elles","X-d"
"3357","apaRtEniR","Subjonctif.Present.ils.elles","X-j.[3Ej]-3.[~3n]-n"
"3358","ap3RsEvwaR","Subjonctif.Present.ils.elles","X-w.[Ewy]-av"
"3359","apRA~dR","Subjonctif.Present.ils.elles","X-3n"
"3360","apR0pRije","Subjonctif.Present.ils.elles","X-"
"3361","asA~tiR","Subjonctif.Present.ils.elles","X-t"
"3362","asizEle","Subjonctif.Present.ils.elles","X-3.[3El]-l.[3l]-"
"3363","aswaR.1","Subjonctif.Present.ils.elles","X-3j"
"3364","atniR","Subjonctif.Present.ils.elles","X-j.[3jn]-3n"
"3365","A~tREm3tR","Subjonctif.Present.ils.elles","X-3.[3i]-t"
"3366","A~tREvwaR","Subjonctif.Present.ils.elles","X-wa"
"3367","A~tRuvRiR","Subjonctif.Present.ils.elles","X-R.[3R]-"
"3368","A~vwaje","Subjonctif.Present.ils.elles","X-w.[3w]-a.[aR]-"
"3369","apstR3R","Subjonctif.Present.ils.elles","X-"
"3370","apsudR","Subjonctif.Present.ils.elles","X-0.[0u]-lv"
"3371","aSve","Subjonctif.Present.ils.elles","X-3.[3v]-v"
"3372","A~sYivR","Subjonctif.Present.ils.elles","X-v"
"3373","bujiR","Subjonctif.Present.ils.elles","X-j"
"3374","dediR","Subjonctif.Present.ils.elles","X-z"
"3375","defajiR","Subjonctif.Present.ils.elles","X-"
"3376","def3R","Subjonctif.Present.ils.elles","X-as"
"3377","dekRiR","Subjonctif.Present.ils.elles","X-v"
"3378","dekudR","Subjonctif.Present.ils.elles","X-z"
"3379","denwajote","Subjonctif.Present.ils.elles","X-0.[0o]-"
"3380","depl3R","Subjonctif.Present.ils.elles","X-3.[3ay]-z"
"3381","depuRvwaR","Subjonctif.Present.ils.elles","X-w.[wy]-a"
"3382","des3RviR","Subjonctif.Present.ils.elles","X-v"
"3383","dev3tiR","Subjonctif.Present.ils.elles","X-t"
"3384","diR","Subjonctif.Present.ils.elles","X-z"
"3385","ekivalwar","Subjonctif.Present.ils.elles","X-a.[ao]-j"
"3386","3~klyR","Subjonctif.Present.ils.elles","X-"
"3387","eliR","Subjonctif.Present.ils.elles","X-i.[iy]-z"
"3388","emuvwaR","Subjonctif.Present.ils.elles","X-6v"
"3389","emudR","Subjonctif.Present.ils.elles","X-l"
"3390","3~teR0~pR","Subjonctif.Present.ils.elles","X-p"
"3391","3tR","Subjonctif.Present.ils.elles","swa"
"3392","fajiR","Subjonctif.Present.ils.elles","X-a.[ao]-j"
"3393","fazeje","Subjonctif.Present.ils.elles","X-3.[3e]-"
"3394","futR","Subjonctif.Present.ils.elles","X-t"
"3395","k0~v3~kR","Subjonctif.Present.ils.elles","X-"
"3396","muRiR","Subjonctif.Present.ils.elles","X-6.[06u]-"
"3397","n3tR.1","Subjonctif.Present.ils.elles","X-3.[3ae]-s"
"3398","p3tR","Subjonctif.Present.ils.elles","X-3.[3y]-s"
"3399","pRevalwaR","Subjonctif.Present.ils.elles","X-a.[ao]-l"
"3400","pRevwaR","Subjonctif.Present.ils.elles","X-w.[iwy]-a"
"3401","RavwaR","Subjonctif.Present.ils.elles","X-3"
"3402","REvivR","Subjonctif.Present.ils.elles","X-i.[ei]-v"
"3403","RezudR","Subjonctif.Present.ils.elles","X-0.[0u]-lv"
"3404","savwaR","Subjonctif.Present.ils.elles","X-aS"
"3405","sEvRe","Subjonctif.Present.ils.elles","X-3.[3E]-"
"3406","t3R","Subjonctif.Present.ils.elles","X-3.[3y]-z"
"3407","vulwaR","Subjonctif.Present.ils.elles","X-6j"
"3408","puvwaR","Subjonctif.Present.ils.elles","X-Yis"
"3409","pl6vwaR","Subjonctif.Present.ils.elles","X-6.[68y]-v"
"3410","deSwaR","Subjonctif.Present.ils.elles","X-w.[wy]-a"
"3412","SwaR","Subjonctif.Present.ils.elles","X-w.[wy]-a"
"3413","A~kl0R","Subjonctif.Present.ils.elles","X-o.[0o]-z"
"3414","RA~tR3R","Subjonctif.Present.ils.elles","X-"
